Microcuenca,Anio,Estado,Municipio,NomAgente,NomGenero,NomEspecie,NombreComun,AfectacionArborea,AfectacionRepoblado,Activo
SANTA MARIA MAGDALENA DE TAXICARINGA,2012,Durango,Mezquital,Defoliador,Desconocido,sp.,Gusano,30,10,SI
SANTA MARIA MAGDALENA DE TAXICARINGA,2012,Durango,Mezquital,Defoliador,Desconocido,sp.,Gusano,30,10,SI
SANTA MARIA MAGDALENA DE TAXICARINGA,2012,Durango,Mezquital,Defoliador,Desconocido,sp.,Gusano,30,10,SI
SANTA MARIA MAGDALENA DE TAXICARINGA,2012,Durango,Mezquital,Defoliador,Desconocido,sp.,Gusano,30,10,SI
LOS CUERVOS,2014,Durango,Mezquital,Defoliador,Desconocido,sp.,defoliador,15,10,SI
LOS CUERVOS,2014,Durango,Mezquital,Defoliador,Desconocido,sp.,defoliador,15,10,SI
LOS CUERVOS,2014,Durango,Mezquital,Defoliador,Desconocido,sp.,defoliador,15,10,SI
LOS CUERVOS,2014,Durango,Mezquital,Defoliador,Desconocido,sp.,defoliador,15,10,SI
MILPILLAS DE LA SIERRA,2011,Zacatecas,Valparaíso,Barrenador,Desconocido,sp.,Gusano,25,0,SI
MILPILLAS DE LA SIERRA,2011,Zacatecas,Valparaíso,Barrenador,Desconocido,sp.,Gusano,25,0,SI
MILPILLAS DE LA SIERRA,2011,Zacatecas,Valparaíso,Barrenador,Desconocido,sp.,Gusano,25,0,SI
MILPILLAS DE LA SIERRA,2011,Zacatecas,Valparaíso,Barrenador,Desconocido,sp.,Gusano,25,0,SI
MILPILLAS DE LA SIERRA,2013,Zacatecas,Valparaíso,Descortezador,Dendroctonus, mexicanus,Desconocido,10,10,NO
MILPILLAS DE LA SIERRA,2013,Zacatecas,Valparaíso,Descortezador,Dendroctonus, mexicanus,Desconocido,10,10,NO
MILPILLAS DE LA SIERRA,2013,Zacatecas,Valparaíso,Descortezador,Dendroctonus, mexicanus,Desconocido,10,10,NO
MILPILLAS DE LA SIERRA,2013,Zacatecas,Valparaíso,Descortezador,Dendroctonus, mexicanus,Desconocido,10,10,NO
MILPILLAS DE LA SIERRA,2013,Zacatecas,Valparaíso,Muerdago,Desconocido,sp.,Desconocido,10,5,SI
MILPILLAS DE LA SIERRA,2013,Zacatecas,Valparaíso,Muerdago,Desconocido,sp.,Desconocido,10,5,SI
MILPILLAS DE LA SIERRA,2013,Zacatecas,Valparaíso,Muerdago,Desconocido,sp.,Desconocido,10,5,SI
MILPILLAS DE LA SIERRA,2013,Zacatecas,Valparaíso,Muerdago,Desconocido,sp.,Desconocido,10,5,SI
LA GUAJOLOTA,2010,Durango,Mezquital,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
LA GUAJOLOTA,2010,Durango,Mezquital,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
LA GUAJOLOTA,2010,Durango,Mezquital,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
LA GUAJOLOTA,2010,Durango,Mezquital,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
LLANO DE JACALITOS (JACALITOS),2012,Durango,Mezquital,Muérdago,Phoradendron,sp.,Muérdago.,30,5,SI
LLANO DE JACALITOS (JACALITOS),2012,Durango,Mezquital,Muérdago,Phoradendron,sp.,Muérdago.,30,5,SI
LLANO DE JACALITOS (JACALITOS),2012,Durango,Mezquital,Muérdago,Phoradendron,sp.,Muérdago.,30,5,SI
LLANO DE JACALITOS (JACALITOS),2012,Durango,Mezquital,Muérdago,Phoradendron,sp.,Muérdago.,30,5,SI
LA GUAJOLOTA,2013,Durango,Mezquital,Muerdago,Phoradendron,sp.,muerdago,2,0,SI
LA GUAJOLOTA,2013,Durango,Mezquital,Muerdago,Phoradendron,sp.,muerdago,2,0,SI
LA GUAJOLOTA,2013,Durango,Mezquital,Muerdago,Phoradendron,sp.,muerdago,2,0,SI
LA GUAJOLOTA,2013,Durango,Mezquital,Muerdago,Phoradendron,sp.,muerdago,2,0,SI
SANTA MARIA DE OCOTAN,2012,Durango,Mezquital,Muérdago,Phoradendron,sp.,Muerdago,10,5,SI
SANTA MARIA DE OCOTAN,2012,Durango,Mezquital,Muérdago,Phoradendron,sp.,Muerdago,10,5,SI
SANTA MARIA DE OCOTAN,2012,Durango,Mezquital,Muérdago,Phoradendron,sp.,Muerdago,10,5,SI
SANTA MARIA DE OCOTAN,2012,Durango,Mezquital,Muérdago,Phoradendron,sp.,Muerdago,10,5,SI
LOS CHARCOS,2013,Durango,Mezquital,Defoliador,Desconocido,sp.,defoliador,50,40,SI
LOS CHARCOS,2013,Durango,Mezquital,Defoliador,Desconocido,sp.,defoliador,50,40,SI
LOS CHARCOS,2013,Durango,Mezquital,Defoliador,Desconocido,sp.,defoliador,50,40,SI
LOS CHARCOS,2013,Durango,Mezquital,Defoliador,Desconocido,sp.,defoliador,50,40,SI
LAS POMAS (LAS PALOMAS),2013,Zacatecas,Monte Escobedo,Muerdago,Desconocido,sp.,Muerdago,15,0,SI
LAS POMAS (LAS PALOMAS),2013,Zacatecas,Monte Escobedo,Muerdago,Desconocido,sp.,Muerdago,15,0,SI
LAS POMAS (LAS PALOMAS),2013,Zacatecas,Monte Escobedo,Muerdago,Desconocido,sp.,Muerdago,15,0,SI
LAS POMAS (LAS PALOMAS),2013,Zacatecas,Monte Escobedo,Muerdago,Desconocido,sp.,Muerdago,15,0,SI
LOS CHARCOS,2010,Durango,Mezquital,Muérdago,Desconocido,sp.,Muérdago,3,0,SI
LOS CHARCOS,2010,Durango,Mezquital,Muérdago,Desconocido,sp.,Muérdago,3,0,SI
LOS CHARCOS,2010,Durango,Mezquital,Muérdago,Desconocido,sp.,Muérdago,3,0,SI
LOS CHARCOS,2011,Zacatecas,Valparaíso,Defoliador,Desconocido,sp.,Defoliador,30,0,SI
LOS CHARCOS,2011,Zacatecas,Valparaíso,Defoliador,Desconocido,sp.,Defoliador,30,0,SI
LOS CHARCOS,2011,Zacatecas,Valparaíso,Defoliador,Desconocido,sp.,Defoliador,30,0,SI
LOS CHARCOS,2011,Zacatecas,Valparaíso,Defoliador,Desconocido,sp.,Defoliador,30,0,SI
LOS CHARCOS,2012,Zacatecas,Valparaíso,Muérdago,Phoradendron,sp.,Muérdago,5,0,SI
LOS CHARCOS,2012,Zacatecas,Valparaíso,Muérdago,Phoradendron,sp.,Muérdago,5,0,SI
LOS CHARCOS,2012,Zacatecas,Valparaíso,Muérdago,Phoradendron,sp.,Muérdago,5,0,SI
LOS CHARCOS,2012,Zacatecas,Valparaíso,Muérdago,Phoradendron,sp.,Muérdago,5,0,SI
LOBATOS,2013,Zacatecas,Tepetongo,Muerdago,Desconocido,sp.,Seca palo,5,1,SI
LOBATOS,2013,Zacatecas,Tepetongo,Muerdago,Desconocido,sp.,Seca palo,5,1,SI
LOBATOS,2013,Zacatecas,Tepetongo,Muerdago,Desconocido,sp.,Seca palo,5,1,SI
LOBATOS,2013,Zacatecas,Tepetongo,Muerdago,Desconocido,sp.,Seca palo,5,1,SI
LAS QUEMADAS,2012,Nayarit,Acaponeta,Defoliador,Desconocido,sp.,Gusano blanco,40,20,SI
LAS QUEMADAS,2012,Nayarit,Acaponeta,Defoliador,Desconocido,sp.,Gusano blanco,40,20,SI
LAS QUEMADAS,2012,Nayarit,Acaponeta,Defoliador,Desconocido,sp.,Gusano blanco,40,20,SI
LAS QUEMADAS,2012,Nayarit,Acaponeta,Defoliador,Desconocido,sp.,Gusano blanco,40,20,SI
LOS CHARCOS,2012,Jalisco,Mezquitic,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
LOS CHARCOS,2012,Jalisco,Mezquitic,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
LOS CHARCOS,2012,Jalisco,Mezquitic,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
LOS CHARCOS,2012,Jalisco,Mezquitic,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
TANQUE BLANCO,2012,San Luis Potosi,Ciudad del Maiz,Muérdago,Phoradendron,sp.,Ingerto,5,0,SI
TANQUE BLANCO,2012,San Luis Potosi,Ciudad del Maiz,Muérdago,Phoradendron,sp.,Ingerto,5,0,SI
TANQUE BLANCO,2012,San Luis Potosi,Ciudad del Maiz,Muérdago,Phoradendron,sp.,Ingerto,5,0,SI
TANQUE BLANCO,2012,San Luis Potosi,Ciudad del Maiz,Muérdago,Phoradendron,sp.,Ingerto,5,0,SI
SAN PEDRO DE LA SIERRA,2013,Zacatecas,Valparaíso,Muerdago,Desconocido,sp.,Seca palo,5,0,SI
SAN PEDRO DE LA SIERRA,2013,Zacatecas,Valparaíso,Muerdago,Desconocido,sp.,Seca palo,5,0,SI
SAN PEDRO DE LA SIERRA,2013,Zacatecas,Valparaíso,Muerdago,Desconocido,sp.,Seca palo,5,0,SI
SAN PEDRO DE LA SIERRA,2013,Zacatecas,Valparaíso,Muerdago,Desconocido,sp.,Seca palo,5,0,SI
TANQUE BLANCO,2011,San Luis Potosi,Ciudad del Maiz,Muérdago,Desconocido,sp.,Muerdago,5,0,SI
TANQUE BLANCO,2011,San Luis Potosi,Ciudad del Maiz,Muérdago,Desconocido,sp.,Muerdago,5,0,SI
TANQUE BLANCO,2011,San Luis Potosi,Ciudad del Maiz,Muérdago,Desconocido,sp.,Muerdago,5,0,SI
TANQUE BLANCO,2011,San Luis Potosi,Ciudad del Maiz,Muérdago,Desconocido,sp.,Muerdago,5,0,SI
SAN BLASITO,2013,Nayarit,Del Nayar,Descortezador,Dendroctonus, mexicanus,Broca,5,0,NO
SAN BLASITO,2013,Nayarit,Del Nayar,Descortezador,Dendroctonus, mexicanus,Broca,5,0,NO
SAN BLASITO,2013,Nayarit,Del Nayar,Descortezador,Dendroctonus, mexicanus,Broca,5,0,NO
SAN BLASITO,2013,Nayarit,Del Nayar,Descortezador,Dendroctonus, mexicanus,Broca,5,0,NO
EL ROBLITO,2011,Nayarit,Tecuala,Barrenador,Desconocido,sp.,Desconocido,20,0,SI
EL ROBLITO,2011,Nayarit,Tecuala,Barrenador,Desconocido,sp.,Desconocido,20,0,SI
EL ROBLITO,2011,Nayarit,Tecuala,Barrenador,Desconocido,sp.,Desconocido,20,0,SI
EL ROBLITO,2011,Nayarit,Tecuala,Barrenador,Desconocido,sp.,Desconocido,20,0,SI
CIENEGA DE PURISIMA,2011,Jalisco,Mezquitic,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
CIENEGA DE PURISIMA,2011,Jalisco,Mezquitic,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
CIENEGA DE PURISIMA,2011,Jalisco,Mezquitic,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
CIENEGA DE PURISIMA,2011,Jalisco,Mezquitic,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
PUNTA SAM,2010,Quintana Roo,Lazaro Cárdenas,Muérdago,Desconocido,sp.,Muérdago,1,0,SI
PUNTA SAM,2010,Quintana Roo,Lazaro Cárdenas,Muérdago,Desconocido,sp.,Muérdago,1,0,SI
PUNTA SAM,2010,Quintana Roo,Lazaro Cárdenas,Muérdago,Desconocido,sp.,Muérdago,1,0,SI
PUNTA SAM,2010,Quintana Roo,Lazaro Cárdenas,Muérdago,Desconocido,sp.,Muérdago,1,0,SI
MEZQUITIC,2012,Jalisco,Mezquitic,Muérdago,Phoradendron,sp.,Muérdago,10,0,SI
MEZQUITIC,2012,Jalisco,Mezquitic,Muérdago,Phoradendron,sp.,Muérdago,10,0,SI
MEZQUITIC,2012,Jalisco,Mezquitic,Muérdago,Phoradendron,sp.,Muérdago,10,0,SI
MEZQUITIC,2012,Jalisco,Mezquitic,Muérdago,Phoradendron,sp.,Muérdago,10,0,SI
MEZQUITIC,2013,Jalisco,Bolaños,Muerdago,Desconocido,sp.,ingerto,10,0,SI
MEZQUITIC,2013,Jalisco,Bolaños,Muerdago,Desconocido,sp.,ingerto,10,0,SI
MEZQUITIC,2013,Jalisco,Bolaños,Muerdago,Desconocido,sp.,ingerto,10,0,SI
MEZQUITIC,2013,Jalisco,Bolaños,Muerdago,Desconocido,sp.,ingerto,10,0,SI
SAN NICOLAS TOLENTINO,2012,San Luis Potosi,Zaragoza,Descortezador,Desconocido,sp.,Descortezador,25,40,SI
SAN NICOLAS TOLENTINO,2012,San Luis Potosi,Zaragoza,Descortezador,Desconocido,sp.,Descortezador,25,40,SI
SAN NICOLAS TOLENTINO,2012,San Luis Potosi,Zaragoza,Descortezador,Desconocido,sp.,Descortezador,25,40,SI
SAN NICOLAS TOLENTINO,2012,San Luis Potosi,Zaragoza,Descortezador,Desconocido,sp.,Descortezador,25,40,SI
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Defoliador,Desconocido,sp.,Insecto,70,0,NO
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Defoliador,Desconocido,sp.,Insecto,70,0,NO
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Defoliador,Desconocido,sp.,Insecto,70,0,NO
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Defoliador,Desconocido,sp.,Insecto,70,0,NO
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
IGNACIO ZARAGOZA,2014,San Luis Potosi,Ciudad Valles,Defoliador,Desconocido,sp.,Defoliador,40,5,SI
IGNACIO ZARAGOZA,2014,San Luis Potosi,Ciudad Valles,Defoliador,Desconocido,sp.,Defoliador,40,5,SI
IGNACIO ZARAGOZA,2014,San Luis Potosi,Ciudad Valles,Defoliador,Desconocido,sp.,Defoliador,40,5,SI
IGNACIO ZARAGOZA,2014,San Luis Potosi,Ciudad Valles,Defoliador,Desconocido,sp.,Defoliador,40,5,SI
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Barrenador,Desconocido,sp.,Desconocido,20,0,NO
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Barrenador,Desconocido,sp.,Desconocido,20,0,NO
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Barrenador,Desconocido,sp.,Desconocido,20,0,NO
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Barrenador,Desconocido,sp.,Desconocido,20,0,NO
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Defoliador,Desconocido,sp.,Desconocido,10,0,NO
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Defoliador,Desconocido,sp.,Desconocido,10,0,NO
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Defoliador,Desconocido,sp.,Desconocido,10,0,NO
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Defoliador,Desconocido,sp.,Desconocido,10,0,NO
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
SAN FRANCISCO,2010,San Luis Potosi,Rioverde,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
SANTA CATARINA,2013,Jalisco,Bolaños,Muerdago,Desconocido,sp.,injerto,10,0,SI
SANTA CATARINA,2013,Jalisco,Bolaños,Muerdago,Desconocido,sp.,injerto,10,0,SI
SANTA CATARINA,2013,Jalisco,Bolaños,Muerdago,Desconocido,sp.,injerto,10,0,SI
SANTA CATARINA,2013,Jalisco,Bolaños,Muerdago,Desconocido,sp.,injerto,10,0,SI
CENOTE YALSIHON BUENA FE,2010,Yucatan,Dzilam González,Barrenador,Desconocido,sp.,barrenador,5,0,SI
CENOTE YALSIHON BUENA FE,2010,Yucatan,Dzilam González,Barrenador,Desconocido,sp.,barrenador,5,0,SI
CENOTE YALSIHON BUENA FE,2010,Yucatan,Dzilam González,Barrenador,Desconocido,sp.,barrenador,5,0,SI
CENOTE YALSIHON BUENA FE,2010,Yucatan,Dzilam González,Barrenador,Desconocido,sp.,barrenador,5,0,SI
TECHALOTITA,2013,Nayarit,La Yesca,Muerdago,Arceuthobium,sp.,muerdago,20,5,SI
TECHALOTITA,2013,Nayarit,La Yesca,Muerdago,Arceuthobium,sp.,muerdago,20,5,SI
TECHALOTITA,2013,Nayarit,La Yesca,Muerdago,Arceuthobium,sp.,muerdago,20,5,SI
TECHALOTITA,2013,Nayarit,La Yesca,Muerdago,Arceuthobium,sp.,muerdago,20,5,SI
ESCALERILLAS,2013,San Luis Potosi,Villa de Reyes,Muerdago,Phoradendron,sp.,Muerdago,0,0,SI
ESCALERILLAS,2013,San Luis Potosi,Villa de Reyes,Muerdago,Phoradendron,sp.,Muerdago,0,0,SI
ESCALERILLAS,2013,San Luis Potosi,Villa de Reyes,Muerdago,Phoradendron,sp.,Muerdago,0,0,SI
ESCALERILLAS,2013,San Luis Potosi,Villa de Reyes,Muerdago,Phoradendron,sp.,Muerdago,0,0,SI
EL ABRA,2012,San Luis Potosi,Aquismon,Muérdago,Desconocido,sp.,Injerto,15,0,SI
EL ABRA,2012,San Luis Potosi,Aquismon,Muérdago,Desconocido,sp.,Injerto,15,0,SI
EL ABRA,2012,San Luis Potosi,Aquismon,Muérdago,Desconocido,sp.,Injerto,15,0,SI
EL ABRA,2012,San Luis Potosi,Aquismon,Muérdago,Desconocido,sp.,Injerto,15,0,SI
ACATITA,2010,Nayarit,La Yesca,Muérdago,Desconocido,sp.,Injerto,10,0,SI
ACATITA,2010,Nayarit,La Yesca,Muérdago,Desconocido,sp.,Injerto,10,0,SI
ACATITA,2010,Nayarit,La Yesca,Muérdago,Desconocido,sp.,Injerto,10,0,SI
ACATITA,2010,Nayarit,La Yesca,Muérdago,Desconocido,sp.,Injerto,10,0,SI
SAN FRANCISCO,2013,San Luis Potosi,Rioverde,Muerdago,Desconocido,sp.,Injerto,15,0,SI
SAN FRANCISCO,2013,San Luis Potosi,Rioverde,Muerdago,Desconocido,sp.,Injerto,15,0,SI
SAN FRANCISCO,2013,San Luis Potosi,Rioverde,Muerdago,Desconocido,sp.,Injerto,15,0,SI
SAN FRANCISCO,2013,San Luis Potosi,Rioverde,Muerdago,Desconocido,sp.,Injerto,15,0,SI
ACATITA,2012,Nayarit,La Yesca,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
ACATITA,2012,Nayarit,La Yesca,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
ACATITA,2012,Nayarit,La Yesca,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
ACATITA,2012,Nayarit,La Yesca,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
EL PLATEADO DE JOAQUIN AMARO,2010,Zacatecas,Jalpa,Muérdago,Desconocido,sp.,Muérdago,2,0,SI
EL PLATEADO DE JOAQUIN AMARO,2010,Zacatecas,Jalpa,Muérdago,Desconocido,sp.,Muérdago,2,0,SI
EL PLATEADO DE JOAQUIN AMARO,2010,Zacatecas,Jalpa,Muérdago,Desconocido,sp.,Muérdago,2,0,SI
MATANCILLAS,2013,Guanajuato,Ocampo,Descortezador,Desconocido,sp.,descortezador,5,0,SI
MATANCILLAS,2013,Guanajuato,Ocampo,Descortezador,Desconocido,sp.,descortezador,5,0,SI
MATANCILLAS,2013,Guanajuato,Ocampo,Descortezador,Desconocido,sp.,descortezador,5,0,SI
MATANCILLAS,2013,Guanajuato,Ocampo,Descortezador,Desconocido,sp.,descortezador,5,0,SI
SAN JUAN DE LOS POTREROS,2013,Zacatecas,Benito Juarez,Defoliador,Desconocido,sp.,Temoles,60,40,SI
SAN JUAN DE LOS POTREROS,2013,Zacatecas,Benito Juarez,Defoliador,Desconocido,sp.,Temoles,60,40,SI
SAN JUAN DE LOS POTREROS,2013,Zacatecas,Benito Juarez,Defoliador,Desconocido,sp.,Temoles,60,40,SI
SAN JUAN DE LOS POTREROS,2013,Zacatecas,Benito Juarez,Defoliador,Desconocido,sp.,Temoles,60,40,SI
SAN JUAN DE LOS POTREROS,2013,Zacatecas,Benito Juarez,Muerdago,Arceuthobium,sp.,Muerdago,10,0,SI
SAN JUAN DE LOS POTREROS,2013,Zacatecas,Benito Juarez,Muerdago,Arceuthobium,sp.,Muerdago,10,0,SI
SAN JUAN DE LOS POTREROS,2013,Zacatecas,Benito Juarez,Muerdago,Arceuthobium,sp.,Muerdago,10,0,SI
SAN JUAN DE LOS POTREROS,2013,Zacatecas,Benito Juarez,Muerdago,Arceuthobium,sp.,Muerdago,10,0,SI
SAN JUAN DE LOS POTREROS,2013,Zacatecas,Benito Juarez,Descortezador,Desconocido,sp.,Desconocido,15,0,NO
SAN JUAN DE LOS POTREROS,2013,Zacatecas,Benito Juarez,Descortezador,Desconocido,sp.,Desconocido,15,0,NO
SAN JUAN DE LOS POTREROS,2013,Zacatecas,Benito Juarez,Descortezador,Desconocido,sp.,Desconocido,15,0,NO
SAN JUAN DE LOS POTREROS,2013,Zacatecas,Benito Juarez,Descortezador,Desconocido,sp.,Desconocido,15,0,NO
PUERTO DE LA YERBABUENA,2012,Guanajuato,San Luis de la Paz,Barrenador,Desconocido,sp.,Barrenador,2,0,SI
PUERTO DE LA YERBABUENA,2012,Guanajuato,San Luis de la Paz,Barrenador,Desconocido,sp.,Barrenador,2,0,SI
PUERTO DE LA YERBABUENA,2012,Guanajuato,San Luis de la Paz,Barrenador,Desconocido,sp.,Barrenador,2,0,SI
PUERTO DE LA YERBABUENA,2012,Guanajuato,San Luis de la Paz,Barrenador,Desconocido,sp.,Barrenador,2,0,SI
SAN JUAN DE LOS POTREROS,2013,Zacatecas,Benito Juarez,Muerdago,Arceuthobium,sp.,Desconocido,20,0,SI
SAN JUAN DE LOS POTREROS,2013,Zacatecas,Benito Juarez,Muerdago,Arceuthobium,sp.,Desconocido,20,0,SI
SAN JUAN DE LOS POTREROS,2013,Zacatecas,Benito Juarez,Muerdago,Arceuthobium,sp.,Desconocido,20,0,SI
SAN JUAN DE LOS POTREROS,2013,Zacatecas,Benito Juarez,Muerdago,Arceuthobium,sp.,Desconocido,20,0,SI
TEPECHITLAN,2010,Zacatecas,Teul de Gonzalez Ortega,Defoliador,Desconocido,sp.,defoliador,80,0,NO
EL ASTILLERO,2010,Zacatecas,Valparaíso,Muérdago,Desconocido,sp.,muerdago,10,0,SI
EL ASTILLERO,2010,Zacatecas,Valparaíso,Muérdago,Desconocido,sp.,muerdago,10,0,SI
EL ASTILLERO,2010,Zacatecas,Valparaíso,Muérdago,Desconocido,sp.,muerdago,10,0,SI
SAN JOSE DE MESILLAS (MESILLAS),2012,Zacatecas,Valparaíso,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
SAN JOSE DE MESILLAS (MESILLAS),2012,Zacatecas,Valparaíso,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
SAN JOSE DE MESILLAS (MESILLAS),2012,Zacatecas,Valparaíso,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
SAN JOSE DE MESILLAS (MESILLAS),2012,Zacatecas,Valparaíso,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
25-109-36-004,2010,Tamaulipas,Xicotencatl,Defoliador,Desconocido,sp.,defoliador,20,0,SI
25-109-36-004,2010,Tamaulipas,Xicotencatl,Defoliador,Desconocido,sp.,defoliador,20,0,SI
25-109-36-004,2010,Tamaulipas,Xicotencatl,Defoliador,Desconocido,sp.,defoliador,20,0,SI
25-109-36-004,2010,Tamaulipas,Xicotencatl,Defoliador,Desconocido,sp.,defoliador,20,0,SI
JOSE MARIA MORELOS (SAN JOSE DE GRACIA),2012,Zacatecas,Valparaíso,Muérdago,Phoradendron,sp.,Muérdago,5,0,SI
JOSE MARIA MORELOS (SAN JOSE DE GRACIA),2012,Zacatecas,Valparaíso,Muérdago,Phoradendron,sp.,Muérdago,5,0,SI
JOSE MARIA MORELOS (SAN JOSE DE GRACIA),2012,Zacatecas,Valparaíso,Muérdago,Phoradendron,sp.,Muérdago,5,0,SI
JOSE MARIA MORELOS (SAN JOSE DE GRACIA),2012,Zacatecas,Valparaíso,Muérdago,Phoradendron,sp.,Muérdago,5,0,SI
JOSE MARIA MORELOS (SAN JOSE DE GRACIA),2013,Zacatecas,Valparaíso,Descortezador,Desconocido,sp.,Descortezado,10,0,SI
JOSE MARIA MORELOS (SAN JOSE DE GRACIA),2013,Zacatecas,Valparaíso,Descortezador,Desconocido,sp.,Descortezado,10,0,SI
JOSE MARIA MORELOS (SAN JOSE DE GRACIA),2013,Zacatecas,Valparaíso,Descortezador,Desconocido,sp.,Descortezado,10,0,SI
JOSE MARIA MORELOS (SAN JOSE DE GRACIA),2013,Zacatecas,Valparaíso,Descortezador,Desconocido,sp.,Descortezado,10,0,SI
JAUMAVE,2011,Tamaulipas,Gomez Farías,Defoliador,Desconocido,sp.,Desconocido,25,20,NO
JAUMAVE,2011,Tamaulipas,Gomez Farías,Defoliador,Desconocido,sp.,Desconocido,25,20,NO
JAUMAVE,2011,Tamaulipas,Gomez Farías,Defoliador,Desconocido,sp.,Desconocido,25,20,NO
JAUMAVE,2011,Tamaulipas,Gomez Farías,Defoliador,Desconocido,sp.,Desconocido,25,20,NO
12-049-01-001,2012,Durango,Mezquital,Muérdago,Phoradendron,sp.,Muerdago,5,0,SI
12-049-01-001,2012,Durango,Mezquital,Muérdago,Phoradendron,sp.,Muerdago,5,0,SI
12-049-01-001,2012,Durango,Mezquital,Muérdago,Phoradendron,sp.,Muerdago,5,0,SI
12-049-01-001,2012,Durango,Mezquital,Muérdago,Phoradendron,sp.,Muerdago,5,0,SI
12-049-01-001,2013,Durango,Mezquital,Muerdago,Arceuthobium,sp.,Muérdago enano,10,0,SI
12-049-01-001,2013,Durango,Mezquital,Muerdago,Arceuthobium,sp.,Muérdago enano,10,0,SI
12-049-01-001,2013,Durango,Mezquital,Descortezador,Desconocido,sp.,Descortezador,5,0,SI
12-049-01-001,2013,Durango,Mezquital,Descortezador,Desconocido,sp.,Descortezador,5,0,SI
12-049-01-001,2013,Durango,Mezquital,Descortezador,Desconocido,sp.,Descortezador,5,0,SI
12-049-01-001,2013,Durango,Mezquital,Descortezador,Desconocido,sp.,Descortezador,5,0,SI
12-049-01-001,2013,Durango,Mezquital,Muerdago,Arceuthobium,sp.,Muérdago enano,10,0,SI
12-049-01-001,2013,Durango,Mezquital,Muerdago,Arceuthobium,sp.,Muérdago enano,10,0,SI
Fresnillo2,2010,Zacatecas,Fresnillo,Muérdago,Desconocido,sp.,Muérdago,7,0,SI
Fresnillo2,2010,Zacatecas,Fresnillo,Muérdago,Desconocido,sp.,Muérdago,7,0,SI
Fresnillo2,2010,Zacatecas,Fresnillo,Muérdago,Desconocido,sp.,Muérdago,7,0,SI
Fresnillo2,2010,Zacatecas,Fresnillo,Muérdago,Desconocido,sp.,Muérdago,7,0,SI
SAN LORENZO (SAN LORENCITO),2012,Tamaulipas,Tula,Muérdago,Psittacanthus,sp.,Muérdago enano,10,0,SI
SAN LORENZO (SAN LORENCITO),2012,Tamaulipas,Tula,Muérdago,Psittacanthus,sp.,Muérdago enano,10,0,SI
SAN LORENZO (SAN LORENCITO),2012,Tamaulipas,Tula,Muérdago,Psittacanthus,sp.,Muérdago enano,10,0,SI
SAN LORENZO (SAN LORENCITO),2012,Tamaulipas,Tula,Muérdago,Psittacanthus,sp.,Muérdago enano,10,0,SI
SANTA MARIA MAGDALENA DE TAXICARINGA,2013,Durango,Mezquital,Muerdago,Phoradendron,sp.,muerdago,10,0,SI
