Microcuenca,Anio,Estado,Municipio,NomAgente,NomGenero,NomEspecie,NombreComun,AfectacionArborea,AfectacionRepoblado,Activo
CHUACHIQUE,2011,Chihuahua,Batopilas,Muérdago,Arceuthobium,sp.,Muérdago,1,0,SI
CHUACHIQUE,2011,Chihuahua,Batopilas,Muérdago,Arceuthobium,sp.,Muérdago,1,0,SI
CHUACHIQUE,2011,Chihuahua,Batopilas,Muérdago,Arceuthobium,sp.,Muérdago,1,0,SI
CHUACHIQUE,2011,Chihuahua,Batopilas,Muérdago,Arceuthobium,sp.,Muérdago,1,0,SI
JUAN MENDOZA,2012,Chihuahua,Balleza,Barrenador,Desconocido,sp.,barrenador,40,0,SI
JUAN MENDOZA,2012,Chihuahua,Balleza,Barrenador,Desconocido,sp.,barrenador,40,0,SI
JUAN MENDOZA,2012,Chihuahua,Balleza,Barrenador,Desconocido,sp.,barrenador,40,0,SI
JUAN MENDOZA,2012,Chihuahua,Balleza,Barrenador,Desconocido,sp.,barrenador,40,0,SI
SAN JUAN DE DIOS (AGUACALIENTE),2011,Chihuahua,Morelos,Defoliador,Desconocido,sp.,Desfoliador,3,1,NO
SAN JUAN DE DIOS (AGUACALIENTE),2011,Chihuahua,Morelos,Defoliador,Desconocido,sp.,Desfoliador,3,1,NO
SAN JUAN DE DIOS (AGUACALIENTE),2011,Chihuahua,Morelos,Defoliador,Desconocido,sp.,Desfoliador,3,1,NO
SAN JUAN DE DIOS (AGUACALIENTE),2011,Chihuahua,Morelos,Defoliador,Desconocido,sp.,Desfoliador,3,1,NO
SAN JUAN DE DIOS (AGUACALIENTE),2011,Chihuahua,Morelos,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
SAN JUAN DE DIOS (AGUACALIENTE),2011,Chihuahua,Morelos,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
SAN JUAN DE DIOS (AGUACALIENTE),2011,Chihuahua,Morelos,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
SAN JUAN DE DIOS (AGUACALIENTE),2011,Chihuahua,Morelos,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
BAJOSORI,2011,Sinaloa,Choix,Barrenador,Desconocido,sp.,Barrenador,5,5,SI
BAJOSORI,2011,Sinaloa,Choix,Barrenador,Desconocido,sp.,Barrenador,5,5,SI
BAJOSORI,2011,Sinaloa,Choix,Barrenador,Desconocido,sp.,Barrenador,5,5,SI
BAJOSORI,2011,Sinaloa,Choix,Barrenador,Desconocido,sp.,Barrenador,5,5,SI
Guajolotes,2010,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muerdago enano,10,1,SI
Guajolotes,2010,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muerdago enano,10,1,SI
Guajolotes,2010,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muerdago enano,10,1,SI
Guajolotes,2010,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muerdago enano,10,1,SI
LA ESTANCADA,2013,Durango,Ocampo,Muerdago,Phoradendron,sp.,Muerdago,2,0,SI
LA ESTANCADA,2013,Durango,Ocampo,Muerdago,Phoradendron,sp.,Muerdago,2,0,SI
LA ESTANCADA,2013,Durango,Ocampo,Muerdago,Phoradendron,sp.,Muerdago,2,0,SI
LA ESTANCADA,2013,Durango,Ocampo,Muerdago,Phoradendron,sp.,Muerdago,2,0,SI
LA ESTANCADA,2013,Durango,Ocampo,Muerdago,Desconocido,sp.,Muerdago,1,0,SI
LA ESTANCADA,2013,Durango,Ocampo,Muerdago,Desconocido,sp.,Muerdago,1,0,SI
LA ESTANCADA,2013,Durango,Ocampo,Muerdago,Desconocido,sp.,Muerdago,1,0,SI
LA ESTANCADA,2013,Durango,Ocampo,Muerdago,Desconocido,sp.,Muerdago,1,0,SI
MOBA,2010,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muérdago,10,0,SI
MOBA,2010,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muérdago,10,0,SI
MOBA,2010,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muérdago,10,0,SI
MOBA,2010,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muérdago,10,0,SI
RANCHERIA BAÑOS DE ARRIBA (SAN FRANCISCO),2011,Chihuahua,Balleza,Muérdago,Arceuthobium,sp.,Muerdago,40,5,SI
RANCHERIA BAÑOS DE ARRIBA (SAN FRANCISCO),2011,Chihuahua,Balleza,Muérdago,Arceuthobium,sp.,Muerdago,40,5,SI
RANCHERIA BAÑOS DE ARRIBA (SAN FRANCISCO),2011,Chihuahua,Balleza,Muérdago,Arceuthobium,sp.,Muerdago,40,5,SI
RANCHERIA BAÑOS DE ARRIBA (SAN FRANCISCO),2011,Chihuahua,Balleza,Muérdago,Arceuthobium,sp.,Muerdago,40,5,SI
RANCHERIA BAÑOS DE ARRIBA (SAN FRANCISCO),2012,Chihuahua,Balleza,Muérdago,Conocido,sp.,Muerdago,1,0,SI
RANCHERIA BAÑOS DE ARRIBA (SAN FRANCISCO),2012,Chihuahua,Balleza,Muérdago,Conocido,sp.,Muerdago,1,0,SI
RANCHERIA BAÑOS DE ARRIBA (SAN FRANCISCO),2012,Chihuahua,Balleza,Muérdago,Conocido,sp.,Muerdago,1,0,SI
RANCHERIA BAÑOS DE ARRIBA (SAN FRANCISCO),2012,Chihuahua,Balleza,Muérdago,Conocido,sp.,Muerdago,1,0,SI
EL REALITO DE LOS GUERRA,2012,Chihuahua,Guadalupe y Calvo,Muérdago,Phoradendron,sp.,Muerdago,5,0,SI
EL REALITO DE LOS GUERRA,2012,Chihuahua,Guadalupe y Calvo,Muérdago,Phoradendron,sp.,Muerdago,5,0,SI
EL REALITO DE LOS GUERRA,2012,Chihuahua,Guadalupe y Calvo,Muérdago,Phoradendron,sp.,Muerdago,5,0,SI
EL REALITO DE LOS GUERRA,2012,Chihuahua,Guadalupe y Calvo,Muérdago,Phoradendron,sp.,Muerdago,5,0,SI
PUERTO DE ANIMAS,2011,Chihuahua,Morelos,Muérdago,Arceuthobium,sp.,Muerdago,2,0,SI
PUERTO DE ANIMAS,2011,Chihuahua,Morelos,Muérdago,Arceuthobium,sp.,Muerdago,2,0,SI
PUERTO DE ANIMAS,2011,Chihuahua,Morelos,Muérdago,Arceuthobium,sp.,Muerdago,2,0,SI
PUERTO DE ANIMAS,2011,Chihuahua,Morelos,Muérdago,Arceuthobium,sp.,Muerdago,2,0,SI
PECHURACHI,2011,Chihuahua,Guadalupe y Calvo,Muérdago,Desconocido,sp.,Muérdago,15,0,SI
PECHURACHI,2011,Chihuahua,Guadalupe y Calvo,Muérdago,Desconocido,sp.,Muérdago,15,0,SI
PECHURACHI,2011,Chihuahua,Guadalupe y Calvo,Muérdago,Desconocido,sp.,Muérdago,15,0,SI
PECHURACHI,2011,Chihuahua,Guadalupe y Calvo,Muérdago,Desconocido,sp.,Muérdago,15,0,SI
SAN ANTONIO DE ARRIBA,2011,Chihuahua,Balleza,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
SAN ANTONIO DE ARRIBA,2011,Chihuahua,Balleza,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
SAN ANTONIO DE ARRIBA,2011,Chihuahua,Balleza,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
SAN ANTONIO DE ARRIBA,2011,Chihuahua,Balleza,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
MESA DE NAVARRO,2013,Durango,San Bernardo,Muerdago,Desconocido,sp.,muerdago,10,0,SI
MESA DE NAVARRO,2013,Durango,San Bernardo,Muerdago,Desconocido,sp.,muerdago,10,0,SI
MESA DE NAVARRO,2013,Durango,San Bernardo,Muerdago,Desconocido,sp.,muerdago,10,0,SI
MESA DE NAVARRO,2013,Durango,San Bernardo,Muerdago,Desconocido,sp.,muerdago,10,0,SI
10-034-18-025,2014,Chihuahua,Guadalupe y Calvo,Descortezador,Dendroctonus,sp.,Descortezador,10,0,SI
10-034-18-025,2014,Chihuahua,Guadalupe y Calvo,Descortezador,Dendroctonus,sp.,Descortezador,10,0,SI
10-034-18-025,2014,Chihuahua,Guadalupe y Calvo,Descortezador,Dendroctonus,sp.,Descortezador,10,0,SI
10-034-18-025,2014,Chihuahua,Guadalupe y Calvo,Descortezador,Dendroctonus,sp.,Descortezador,10,0,SI
10-034-18-025,2011,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muerdago,25,0,SI
10-034-18-025,2011,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muerdago,25,0,SI
10-034-18-025,2011,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muerdago,25,0,SI
10-034-18-025,2011,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muerdago,25,0,SI
SATEVO,2011,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muérdago,10,5,SI
SATEVO,2011,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muérdago,10,5,SI
SATEVO,2011,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muérdago,10,5,SI
SATEVO,2011,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muérdago,10,5,SI
PARAJE EL PALOMO,2013,Durango,Guanacevi,Descortezador,Ips,lecontei,Descortezador,10,0,SI
PARAJE EL PALOMO,2013,Durango,Guanacevi,Descortezador,Ips,lecontei,Descortezador,10,0,SI
PARAJE EL PALOMO,2013,Durango,Guanacevi,Descortezador,Ips,lecontei,Descortezador,10,0,SI
PARAJE EL PALOMO,2013,Durango,Guanacevi,Descortezador,Ips,lecontei,Descortezador,10,0,SI
LA CIRUELA,2011,Sinaloa,Sinaloa,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
LA CIRUELA,2011,Sinaloa,Sinaloa,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
LA CIRUELA,2011,Sinaloa,Sinaloa,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
LA CIRUELA,2011,Sinaloa,Sinaloa,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
PARAJE EL PALOMO,2011,Durango,Guanacevi,Muérdago,Conocido,sp.,Muérdago,20,0,SI
PARAJE EL PALOMO,2011,Durango,Guanacevi,Muérdago,Conocido,sp.,Muérdago,20,0,SI
PARAJE EL PALOMO,2011,Durango,Guanacevi,Muérdago,Conocido,sp.,Muérdago,20,0,SI
PARAJE EL PALOMO,2012,Durango,Guanacevi,Muérdago,Arceuthobium,sp.,Enano,70,15,SI
PARAJE EL PALOMO,2012,Durango,Guanacevi,Muérdago,Arceuthobium,sp.,Enano,70,15,SI
PARAJE EL PALOMO,2012,Durango,Guanacevi,Muérdago,Arceuthobium,sp.,Enano,70,15,SI
PARAJE EL PALOMO,2012,Durango,Guanacevi,Muérdago,Arceuthobium,sp.,Enano,70,15,SI
ARROYO DE TEJAMANIL,2012,Chihuahua,Guadalupe y Calvo,Barrenador,Desconocido,sp.,Barrenador,1,0,SI
ARROYO DE TEJAMANIL,2012,Chihuahua,Guadalupe y Calvo,Barrenador,Desconocido,sp.,Barrenador,1,0,SI
ARROYO DE TEJAMANIL,2012,Chihuahua,Guadalupe y Calvo,Barrenador,Desconocido,sp.,Barrenador,1,0,SI
ARROYO DE TEJAMANIL,2012,Chihuahua,Guadalupe y Calvo,Barrenador,Desconocido,sp.,Barrenador,1,0,SI
Santa Rosalía,2010,Chihuahua,Guadalupe y Calvo,Descortezador,Dendroctonus,valens,Descortezador,20,0,SI
Santa Rosalía,2010,Chihuahua,Guadalupe y Calvo,Descortezador,Dendroctonus,valens,Descortezador,20,0,SI
Santa Rosalía,2010,Chihuahua,Guadalupe y Calvo,Descortezador,Dendroctonus,valens,Descortezador,20,0,SI
EL CEBOLLIN,2010,Durango,Guanacevi,Muérdago,Desconocido,sp.,MUERDAGO,40,0,SI
EL CEBOLLIN,2010,Durango,Guanacevi,Muérdago,Desconocido,sp.,MUERDAGO,40,0,SI
EL CEBOLLIN,2010,Durango,Guanacevi,Muérdago,Desconocido,sp.,MUERDAGO,40,0,SI
EL CEBOLLIN,2010,Durango,Guanacevi,Muérdago,Desconocido,sp.,MUERDAGO,40,0,SI
10-036-04-003,2013,Sinaloa,Badiraguato,Muerdago,Psittacanthus,sp.,Muedago,5,0,SI
10-036-04-003,2013,Sinaloa,Badiraguato,Muerdago,Psittacanthus,sp.,Muedago,5,0,SI
10-036-04-003,2013,Sinaloa,Badiraguato,Muerdago,Psittacanthus,sp.,Muedago,5,0,SI
10-036-04-003,2013,Sinaloa,Badiraguato,Muerdago,Psittacanthus,sp.,Muedago,5,0,SI
Santa Rosalía,2010,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muérdago enano,13,0,SI
Santa Rosalía,2010,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muérdago enano,13,0,SI
Santa Rosalía,2010,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muérdago enano,13,0,SI
Santa Rosalía,2010,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muérdago enano,13,0,SI
EL BEJUCO (EL BEJUQUITO),2013,Sinaloa,Badiraguato,Muerdago,Arceuthobium,sp.,Muerdago enano,5,0,SI
EL BEJUCO (EL BEJUQUITO),2013,Sinaloa,Badiraguato,Muerdago,Arceuthobium,sp.,Muerdago enano,5,0,SI
EL BEJUCO (EL BEJUQUITO),2013,Sinaloa,Badiraguato,Muerdago,Arceuthobium,sp.,Muerdago enano,5,0,SI
EL BEJUCO (EL BEJUQUITO),2013,Sinaloa,Badiraguato,Muerdago,Arceuthobium,sp.,Muerdago enano,5,0,SI
10-034-18-051,2012,Durango,Guanacevi,Muérdago,Phoradendron,sp.,Muerdago,25,15,SI
10-034-18-051,2012,Durango,Guanacevi,Muérdago,Phoradendron,sp.,Muerdago,25,15,SI
10-034-18-051,2012,Durango,Guanacevi,Muérdago,Phoradendron,sp.,Muerdago,25,15,SI
10-034-18-051,2012,Durango,Guanacevi,Muérdago,Phoradendron,sp.,Muerdago,25,15,SI
LA QUEBRADA,2011,Durango,Guanacevi,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
LA QUEBRADA,2011,Durango,Guanacevi,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
LA QUEBRADA,2011,Durango,Guanacevi,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
LA QUEBRADA,2011,Durango,Guanacevi,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
LA QUEBRADA,2012,Durango,Guanacevi,Muérdago,Phoradendron,sp.,Muérdago,15,0,SI
LA QUEBRADA,2012,Durango,Guanacevi,Muérdago,Phoradendron,sp.,Muérdago,15,0,SI
LA QUEBRADA,2012,Durango,Guanacevi,Muérdago,Phoradendron,sp.,Muérdago,15,0,SI
LA QUEBRADA,2012,Durango,Guanacevi,Muérdago,Phoradendron,sp.,Muérdago,15,0,SI
EL OCOTE,2010,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muérdago,16,0,SI
EL OCOTE,2010,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muérdago,16,0,SI
EL OCOTE,2010,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muérdago,16,0,SI
EL OCOTE,2010,Chihuahua,Guadalupe y Calvo,Muérdago,Arceuthobium,sp.,Muérdago,16,0,SI
CINCO DE JULIO,2013,Durango,Guanacevi,Muerdago,Phoradendron,sp.,Muerdago,10,0,SI
CINCO DE JULIO,2013,Durango,Guanacevi,Muerdago,Phoradendron,sp.,Muerdago,10,0,SI
CINCO DE JULIO,2013,Durango,Guanacevi,Muerdago,Phoradendron,sp.,Muerdago,10,0,SI
CINCO DE JULIO,2013,Durango,Guanacevi,Muerdago,Phoradendron,sp.,Muerdago,10,0,SI
36-149-02-006,2012,Durango,Tepehuanes,Muérdago,Phoradendron,sp.,muérdago,10,0,SI
36-149-02-006,2012,Durango,Tepehuanes,Muérdago,Phoradendron,sp.,muérdago,10,0,SI
36-149-02-006,2012,Durango,Tepehuanes,Muérdago,Phoradendron,sp.,muérdago,10,0,SI
36-149-02-006,2012,Durango,Tepehuanes,Muérdago,Phoradendron,sp.,muérdago,10,0,SI
VALADECES,2013,Nuevo Leon,General Bravo,Muerdago,Phoradendron,sp.,Injerta,15,0,SI
VALADECES,2013,Nuevo Leon,General Bravo,Muerdago,Phoradendron,sp.,Injerta,15,0,SI
VALADECES,2013,Nuevo Leon,General Bravo,Muerdago,Phoradendron,sp.,Injerta,15,0,SI
VALADECES,2013,Nuevo Leon,General Bravo,Muerdago,Phoradendron,sp.,Injerta,15,0,SI
PIEDRA BOLA,2012,Durango,Tepehuanes,Muérdago,Phoradendron,sp.,Muérdago,20,5,SI
PIEDRA BOLA,2012,Durango,Tepehuanes,Muérdago,Phoradendron,sp.,Muérdago,20,5,SI
PIEDRA BOLA,2012,Durango,Tepehuanes,Muérdago,Phoradendron,sp.,Muérdago,20,5,SI
PIEDRA BOLA,2012,Durango,Tepehuanes,Muérdago,Phoradendron,sp.,Muérdago,20,5,SI
LA MESA DEL FIERRO,2012,Sinaloa,Badiraguato,Barrenador,Desconocido,sp.,Termita,10,0,SI
LA MESA DEL FIERRO,2012,Sinaloa,Badiraguato,Barrenador,Desconocido,sp.,Termita,10,0,SI
LA MESA DEL FIERRO,2012,Sinaloa,Badiraguato,Barrenador,Desconocido,sp.,Termita,10,0,SI
10-036-03-034,2013,Durango,Tamazula,Muerdago,Phoradendron,sp.,muerdago,1,0,SI
10-036-03-034,2013,Durango,Tamazula,Muerdago,Phoradendron,sp.,muerdago,1,0,SI
10-036-03-034,2013,Durango,Tamazula,Muerdago,Phoradendron,sp.,muerdago,1,0,SI
PIEDRA BOLA,2010,Durango,Tepehuanes,Muérdago,Desconocido,sp.,injerto,5,0,SI
PIEDRA BOLA,2010,Durango,Tepehuanes,Muérdago,Desconocido,sp.,injerto,5,0,SI
PIEDRA BOLA,2010,Durango,Tepehuanes,Muérdago,Desconocido,sp.,injerto,5,0,SI
PIEDRA BOLA,2010,Durango,Tepehuanes,Muérdago,Desconocido,sp.,injerto,5,0,SI
EL ZAPE,2011,Durango,Tepehuanes,Muérdago,Desconocido,sp.,Muérdago,20,0,SI
EL ZAPE,2011,Durango,Tepehuanes,Muérdago,Desconocido,sp.,Muérdago,20,0,SI
EL ZAPE,2011,Durango,Tepehuanes,Muérdago,Desconocido,sp.,Muérdago,20,0,SI
EL ZAPE,2011,Durango,Tepehuanes,Muérdago,Desconocido,sp.,Muérdago,20,0,SI
Icamole,2012,Coahuila de Zaragoza,Ramos Arizpe,Barrenador,Desconocido,sp.,Barrenador,10,0,SI
Icamole,2012,Coahuila de Zaragoza,Ramos Arizpe,Barrenador,Desconocido,sp.,Barrenador,10,0,SI
Icamole,2012,Coahuila de Zaragoza,Ramos Arizpe,Barrenador,Desconocido,sp.,Barrenador,10,0,SI
Icamole,2012,Coahuila de Zaragoza,Ramos Arizpe,Barrenador,Desconocido,sp.,Barrenador,10,0,SI
LAGUNA SECA (LAS MANGAS),2013,Durango,Tepehuanes,Muerdago,Phoradendron,sp.,muerdago,1,0,SI
LAGUNA SECA (LAS MANGAS),2013,Durango,Tepehuanes,Muerdago,Phoradendron,sp.,muerdago,1,0,SI
LAGUNA SECA (LAS MANGAS),2013,Durango,Tepehuanes,Muerdago,Phoradendron,sp.,muerdago,1,0,SI
LAGUNA SECA (LAS MANGAS),2013,Durango,Tepehuanes,Muerdago,Phoradendron,sp.,muerdago,1,0,SI
10-036-03-034,2010,Durango,Tamazula,Muérdago,Desconocido,sp.,muerdago,5,0,SI
10-036-03-034,2010,Durango,Tamazula,Muérdago,Desconocido,sp.,muerdago,5,0,SI
10-036-03-034,2010,Durango,Tamazula,Muérdago,Desconocido,sp.,muerdago,5,0,SI
10-036-03-034,2010,Durango,Tamazula,Muérdago,Desconocido,sp.,muerdago,5,0,SI
EL GATO DE ARRIBA,2012,Durango,Tepehuanes,Muérdago,Phoradendron,sp.,Muérdago,10,0,SI
EL GATO DE ARRIBA,2012,Durango,Tepehuanes,Muérdago,Phoradendron,sp.,Muérdago,10,0,SI
EL GATO DE ARRIBA,2012,Durango,Tepehuanes,Muérdago,Phoradendron,sp.,Muérdago,10,0,SI
EL GATO DE ARRIBA,2012,Durango,Tepehuanes,Muérdago,Phoradendron,sp.,Muérdago,10,0,SI
santa lucia,2013,Baja California Sur,Comondu,Muerdago,Phoradendron,sp.,Injerto,2,0,NO
santa lucia,2013,Baja California Sur,Comondu,Muerdago,Phoradendron,sp.,Injerto,2,0,NO
santa lucia,2013,Baja California Sur,Comondu,Muerdago,Phoradendron,sp.,Injerto,2,0,NO
santa lucia,2013,Baja California Sur,Comondu,Muerdago,Phoradendron,sp.,Injerto,2,0,NO
EL TAISTE,2011,Durango,Tepehuanes,Muérdago,Desconocido,sp.,Muérdago,30,0,SI
EL TAISTE,2011,Durango,Tepehuanes,Muérdago,Desconocido,sp.,Muérdago,30,0,SI
EL TAISTE,2011,Durango,Tepehuanes,Muérdago,Desconocido,sp.,Muérdago,30,0,SI
EL TAISTE,2011,Durango,Tepehuanes,Muérdago,Desconocido,sp.,Muérdago,30,0,SI
SAN JOSE DE LOS NUNCIOS DOCE,2011,Coahuila de Zaragoza,Arteaga,Muérdago,Arceuthobium,vaginatum,Muérdago,20,0,NO
SAN JOSE DE LOS NUNCIOS DOCE,2011,Coahuila de Zaragoza,Arteaga,Muérdago,Arceuthobium,vaginatum,Muérdago,20,0,NO
SAN JOSE DE LOS NUNCIOS DOCE,2011,Coahuila de Zaragoza,Arteaga,Muérdago,Arceuthobium,vaginatum,Muérdago,20,0,NO
SAN JOSE DE LOS NUNCIOS DOCE,2011,Coahuila de Zaragoza,Arteaga,Muérdago,Arceuthobium,vaginatum,Muérdago,20,0,NO
LA YERBABUENA,2012,Durango,Tepehuanes,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
LA YERBABUENA,2012,Durango,Tepehuanes,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
LA YERBABUENA,2012,Durango,Tepehuanes,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
LA YERBABUENA,2012,Durango,Tepehuanes,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
10-029-03-010,2013,Sinaloa,Badiraguato,Barrenador,Desconocido,sp.,Barrenador,5,0,NO
10-029-03-010,2013,Sinaloa,Badiraguato,Barrenador,Desconocido,sp.,Barrenador,5,0,NO
10-029-03-010,2013,Sinaloa,Badiraguato,Barrenador,Desconocido,sp.,Barrenador,5,0,NO
LAS IGLESIAS,2011,Durango,Tepehuanes,Muérdago,Desconocido,sp.,muérdago,1,0,SI
LAS IGLESIAS,2011,Durango,Tepehuanes,Muérdago,Desconocido,sp.,muérdago,1,0,SI
LAS IGLESIAS,2011,Durango,Tepehuanes,Muérdago,Desconocido,sp.,muérdago,1,0,SI
LAS IGLESIAS,2011,Durango,Tepehuanes,Muérdago,Desconocido,sp.,muérdago,1,0,SI
LAS IGLESIAS,2012,Durango,Tepehuanes,Muérdago,Phoradendron,sp.,Muerdago,5,0,SI
LAS IGLESIAS,2012,Durango,Tepehuanes,Muérdago,Phoradendron,sp.,Muerdago,5,0,SI
LAS IGLESIAS,2012,Durango,Tepehuanes,Muérdago,Phoradendron,sp.,Muerdago,5,0,SI
LAS IGLESIAS,2012,Durango,Tepehuanes,Muérdago,Phoradendron,sp.,Muerdago,5,0,SI
SAN GERONIMO,2011,Durango,Topia,Muérdago,Desconocido,sp.,Muérdago,10,5,SI
SAN GERONIMO,2011,Durango,Topia,Muérdago,Desconocido,sp.,Muérdago,10,5,SI
SAN GERONIMO,2011,Durango,Topia,Muérdago,Desconocido,sp.,Muérdago,10,5,SI
SAN GERONIMO,2011,Durango,Topia,Muérdago,Desconocido,sp.,Muérdago,10,5,SI
METATES (METATITOS),2014,Durango,Topia,Muerdago,Phoradendron,sp.,Muérdago,5,0,SI
METATES (METATITOS),2014,Durango,Topia,Muerdago,Phoradendron,sp.,Muérdago,5,0,SI
METATES (METATITOS),2014,Durango,Topia,Muerdago,Phoradendron,sp.,Muérdago,5,0,SI
METATES (METATITOS),2014,Durango,Topia,Muerdago,Phoradendron,sp.,Muérdago,5,0,SI
LA SOLEDAD DE SAN ISIDRO (LA SOLEDAD),2013,Durango,Canelas,Muerdago,Arceuthobium,sp.,Muérdago,1,0,SI
LA SOLEDAD DE SAN ISIDRO (LA SOLEDAD),2013,Durango,Canelas,Muerdago,Arceuthobium,sp.,Muérdago,1,0,SI
LA SOLEDAD DE SAN ISIDRO (LA SOLEDAD),2013,Durango,Canelas,Muerdago,Arceuthobium,sp.,Muérdago,1,0,SI
LA SOLEDAD DE SAN ISIDRO (LA SOLEDAD),2013,Durango,Canelas,Muerdago,Arceuthobium,sp.,Muérdago,1,0,SI
36-149-04-013,2013,Durango,Santiago Papasquiaro,Muerdago,Phoradendron,sp.,Muérdago,1,0,SI
36-149-04-013,2013,Durango,Santiago Papasquiaro,Muerdago,Phoradendron,sp.,Muérdago,1,0,SI
36-149-04-013,2013,Durango,Santiago Papasquiaro,Muerdago,Phoradendron,sp.,Muérdago,1,0,SI
36-149-04-013,2013,Durango,Santiago Papasquiaro,Muerdago,Phoradendron,sp.,Muérdago,1,0,SI
RINCON DE LOS LOPEZ,2013,Sinaloa,Culiacan,Barrenador,Desconocido,sp.,termita,5,0,NO
RINCON DE LOS LOPEZ,2013,Sinaloa,Culiacan,Barrenador,Desconocido,sp.,termita,5,0,NO
RINCON DE LOS LOPEZ,2013,Sinaloa,Culiacan,Barrenador,Desconocido,sp.,termita,5,0,NO
RINCON DE LOS LOPEZ,2013,Sinaloa,Culiacan,Barrenador,Desconocido,sp.,termita,5,0,NO
LA GRANIZA,2011,Durango,Canelas,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
LA GRANIZA,2011,Durango,Canelas,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
LA GRANIZA,2011,Durango,Canelas,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
LA GRANIZA,2011,Durango,Canelas,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
LA GRANIZA,2012,Durango,Santiago Papasquiaro,Muérdago,Phoradendron,sp.,Muerdago,10,10,SI
LA GRANIZA,2012,Durango,Santiago Papasquiaro,Muérdago,Phoradendron,sp.,Muerdago,10,10,SI
LA GRANIZA,2012,Durango,Santiago Papasquiaro,Muérdago,Phoradendron,sp.,Muerdago,10,10,SI
LA GRANIZA,2012,Durango,Santiago Papasquiaro,Muérdago,Phoradendron,sp.,Muerdago,10,10,SI
LA GRANIZA,2012,Durango,Santiago Papasquiaro,Muérdago,Arceuthobium,sp.,Muerdago,5,5,SI
LA GRANIZA,2012,Durango,Santiago Papasquiaro,Muérdago,Arceuthobium,sp.,Muerdago,5,5,SI
LA GRANIZA,2012,Durango,Santiago Papasquiaro,Muérdago,Arceuthobium,sp.,Muerdago,5,5,SI
LA GRANIZA,2012,Durango,Santiago Papasquiaro,Muérdago,Arceuthobium,sp.,Muerdago,5,5,SI
EL COMEDERO,2013,Durango,Tamazula,Muerdago,Phoradendron,sp.,Muerdago,5,0,SI
EL COMEDERO,2013,Durango,Tamazula,Muerdago,Phoradendron,sp.,Muerdago,5,0,SI
EL COMEDERO,2013,Durango,Tamazula,Muerdago,Phoradendron,sp.,Muerdago,5,0,SI
EL COMEDERO,2013,Durango,Tamazula,Muerdago,Phoradendron,sp.,Muerdago,5,0,SI
